コード	銘柄名	市場・商品区分	33業種コード	33業種区分	17業種コード	17業種区分	規模コード	規模区分	株価	配当利回り(%)	1株配当(円)	配当利回り_raw	1株配当_raw	配当利回り_自前計算	配当状態	配当フォールバック使用	PER	PBR	時価総額(億円)	52週高値	52週安値	セクター	優待有無	優待内容	優待最低株数	優待判定信頼度	注意フラグ	要確認理由	配当ランキング利用可否	優待ランキング利用可否	総合ランキング利用可否	記事掲載区分	yfinance状態	みんかぶ状態
9414	日本ＢＳ放送	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	896.0	3.35	30.0	3.35	30.0	3.35	配当あり	いいえ	14.04	0.65	159.8	1169.0	886.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
9416	ビジョン	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	6	TOPIX Small 1	986.0	5.88	58.0	5.88	58.0	5.88	配当あり	いいえ	10.72	2.33	480.7	1343.0	966.0	Communication Services	あり	自社サービス利用券: 100株以上 | 6月分：2枚 12月分：2枚 | ◇以下のサービスが利用可能。 ※1、Wi-Fi ルーターレンタル、宿泊施設のお申込みは、最大29,000円分まで割引として適用可能。 ※2、有効期間：（6月分）利用券到着日～翌年9月30日／（12月分）利用券到着日～翌年3月31日 ※3、現金との引換え不可、釣銭は出ない。 ■国内外でモバイルインターネット通信に利用／Wi-Fi ルーターレンタルサービス「グローバルWiFi」 ※1、海外渡航時・国内利用時とも利用可能。 ※2、全合計金額ではなく、通信料から値引きされる。 ※3、申込時、受渡手数料：無料（通常 500円税抜）	100	高			OK	OK	OK	通常掲載可	OK	OK
9417	スマートバリュー	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	333.0	3.0	10.0	3.0	10.0	3.0	配当あり	いいえ	7.41	2.36	33.1	531.0	283.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
9418	Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	6	TOPIX Small 1	1580.0	1.08	17.0	1.08	17.0	1.08	配当あり	いいえ	15.13	2.7	2849.9	2359.0	1504.0	Industrials	あり	コンテンツ配信サービス｢U-NEXT｣: 100株以上 | 1、｢U-NEXT｣の90日分の利用料 2、1,000円相当分のポイント | ※1、付与されたポイントは定額制音楽配信サービス(アプリ)｢SMART USEN｣の決済にも利用できる。 ※2、1,000株以上の優待は株主専用のアカウントを発行し提供。継続保有の場合は、アカウントの有効期間を自動延長します。 ■継続保有期間について 各基準日において1,000株以上を同一株主番号で保有の場合、継続保有となります。 ■案内時期 確定日2月末：5月上旬 確定日8月末：11月上旬 / 1,000株以上 | 1、｢U-NEXT｣の1年分の利用料 2	100	高			OK	OK	OK	通常掲載可	OK	OK
9419	ワイヤレスゲート	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	309.0						配当未取得		11.98	2.01	33.6	354.0	232.0	Communication Services	あり	デジタルギフト: 1,000株以上 | 【6カ月以上保有】 5,000円相当 （年間　10,000円相当） | ◇対象となる交換先：PayPay マネーライト/Amazon ギフトカード/QUO カード pay/楽天ポイントギフト/ｄポイント/図書カード NEXT/すかいらーくグループ/Uber Eats/Google Play/au PAY 等 ■継続保有期間について 基準日(毎年6月末日及び12月末日)の当社株主名簿に、 同一株主番号で 所定の株数以上の保有を２回以上連続で記載又は記録されること。 ■贈呈時期 各基準日から3カ月以内 / 2,000株以上 | 【6カ月以上保有】 15,00	1000	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
9421	エヌジェイホールディングス	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	600.0						配当未取得		52.63	1.98	31.8	692.0	529.0	Communication Services	あり	QUOカード: 100株以上 | 1,000円相当 | ■贈呈時期 定時株主総会後にお送りする「定時株主総会決議ご通知」に同封。 / 200株以上 | 4,000円相当	100	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
9423	フォーバル・リアルストレート	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	100.0	5.8	5.8	5.8	5.8	5.8	配当あり	いいえ	14.33	3.25	24.2	150.0	99.0	Real Estate	あり	電子マネーギフト: 1,000株以上 | ・EJOICA セレクトギフト（カードタイプ） 1枚（2,000ポイント＝2,000円相当） | ■贈呈時期 毎年6月開催の定時株主総会終了後に発送する「定時株主総会決議ご通知」に同封。 / 5,000株以上 | ・EJOICA セレクトギフト（カードタイプ） 2枚（15,000ポイント＝15,000円相当）	1000	高			OK	OK	OK	通常掲載可	OK	OK
9424	日本通信	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	107.0						配当未取得		23.36	3.86	178.5	177.0	106.0	Communication Services	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
9425	ＲｅＹｕｕ　Ｊａｐａｎ	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	160.0						配当未取得			0.68	10.9	1413.0	149.0	Technology	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
9428	クロップス	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1250.0	2.56	32.0	2.56	32.0	2.56	配当あり	いいえ	12.76	0.89	118.2	1764.0	1132.0	Communication Services	あり	オリジナルカタログギフト: 500株以上 | 3,000円相当	500	高			OK	OK	OK	通常掲載可	OK	OK
9432	ＮＴＴ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	1	TOPIX Core30	144.3	3.74	5.4	3.74	5.4	3.74	配当あり	いいえ	11.44	1.21	117494.3	167.2	142.6	Communication Services	あり	dポイント付与: 100株以上 | 【保有期間が2年に達した株主】 1,500ポイント 【保有期間が5年に達した株主】 3,000ポイント | ※株主さまへ毎年進呈するものではございません。 ■継続保有期間について 株式購入後、初めて株主名簿に記載された日を「起算日」といたします。（株主名簿記載の確定は、毎年3月、6月、9月、12月の最終営業日） 保有期間は同一の株主番号で株主名簿に、連続して記載された期間となります。（相続・譲渡、貸株の利用、預け入れ証券会社の変更や、その他の理由により株主名簿からの除籍となることで、株主番号が変更となる場合があります。その場合は、新たに株主名簿に登録された株	100	高			OK	OK	OK	通常掲載可	OK	OK
9433	ＫＤＤＩ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	1	TOPIX Core30	2681.0	3.13	84.0	3.13	84.0	3.13	配当あり	いいえ	14.6	2.01	102067.8	2827.0	2307.5	Communication Services	あり	自社関連サービス: 200株以上 | 【1年以上保有株主】 2,000円相当 【5年以上保有株主】 3,000円相当 | ◇自社関連サービスの特典から1点を選択。 ・Pontaポイント※ ・ローソン／成城石井　商品詰合せセット ・寄付（キボウのカケハシ） ※Pontaポイントは「お得なポイント交換所」の利用により、au PAY マーケット限定のPontaポイントとして最大1.5倍に増量することが可能。 ■継続保有期間について 継続保有期間は、同一株主番号で3月31日の株主名簿に連続して記録されている年数です。株主番号は9月30日、および3月31日の株主名簿確定時点で保有されている場合、同一株主	200	高			OK	OK	OK	通常掲載可	OK	OK
9434	ソフトバンク	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	1	TOPIX Core30	204.7	4.3	8.8	4.3	8.8	4.3	配当あり	いいえ	18.15	3.31	97905.8	247.9	202.6	Communication Services	あり	PayPayポイント: 100株以上 | 【1年以上保有株主】 1,000ポイント | ■継続保有期間について 保有期間は3月31日から翌年3月31日までの間とし、初回は2025年3月31日（※1）から2026年3月31日まで（※2）とします。 ※1、当社株主名簿に記載または記録された日付であり、株式を取得した日等とは異なります。 ※2、同一の株主番号で3月31日および9月30日最終の当社株主名簿に3回以上連続で記載または記録されている株主さまとします。	100	高			OK	OK	OK	通常掲載可	OK	OK
94345	ソフトバンク第１回社債型種類株式	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	3785.0	2.64	100.0	2.64	100.0	2.64	配当あり	いいえ		61.17		3848.0	3710.0	Communication Services	対象外			低			OK	要確認	要確認	手動確認後に掲載	OK	対象外
94346	ソフトバンク第２回社債型種類株式	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	7581.0	3.38	256.0	3.38	256.0	3.38	配当あり	いいえ		122.52		7720.0	7410.0	Communication Services	対象外			低			OK	要確認	要確認	手動確認後に掲載	OK	対象外
9435	光通信	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	4	TOPIX Mid400	36040.0	2.16	780.0	2.16	780.0	2.16	配当あり	いいえ	10.48	1.33	15780.6	45950.0	33190.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
9436	沖縄セルラー電話	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	3685.0	1.9	70.0	1.9	70.0	1.9	配当あり	いいえ	25.97	3.43	3392.2	3815.0	2427.5	Communication Services	あり	自社または、KDDI関連サービス: 200株以上 | 【1年以上保有株主】 2,000円相当 【5年以上保有株主】 3,000円相当 | ◇自社または、KDDI関連サービスの特典の中から1点を選択。 ※Pontaポイント、沖縄CLIPマルシェ、au PAY マーケット、その他KDDIグループ各社が提供する各種サービスを利用できる特典等の具体的な内容は、自社ホームページ等で案内予定。 ■継続保有期間について ・継続保有期間は、同一株主番号で3月31日の株主名簿に連続して記録されている年数です。 ・当社における株主名簿確定時点において継続して保有されている場合、同一株主番号となります。 ・株主番号	200	高			OK	OK	OK	通常掲載可	OK	OK
9438	エムティーアイ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	538.0	3.72	20.0	3.72	20.0	3.72	配当あり	いいえ	8.5	1.51	298.8	973.0	527.0	Healthcare	なし			高			OK	OK	OK	通常掲載可	OK	OK
9439	エム・エイチ・グループ	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	247.0	0.4	1.0	0.4	1.0	0.4	配当あり	いいえ		5.78	28.5	268.0	204.0	Consumer Cyclical	あり	オンラインストア株主優待券: 100株以上 | 【3年未満保有株主】 3,500円相当／1枚 【3年以上保有株主】 4,500円相当／1枚 | ◇「Ｍ・Ｈ・ＧＲＯＵＰ+ＷＥＢ+ＳＴＯＲＥ」内に株主専用ページを開設。 ■継続保有期間について 継続して権利確定月末日の株主名簿に記載又は記録されている期間です。 / 300株以上 | 【3年未満保有株主】 3,500円相当／2枚 【3年以上保有株主】 4,500円相当／2枚 / 500株以上 | 【3年未満保有株主】 3,500円相当／3枚 【3年以上保有株主】 4,500円相当／3枚 / 1,000株以上 | 【3年未満保有株主】 3,500円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
9441	ベルパーク	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	2672.0	3.82	102.0	3.82	102.0	3.82	配当あり	いいえ	10.15	1.17	327.1	3220.0	1900.0	Consumer Cyclical	あり	オリジナルQUOカード: 100株以上 | QUOカード 1,000円相当 （年間　2,000円相当） | ■贈呈時期 確定日6月末：9月中旬の「ビジネスレポート」に同封。 確定日12月末：翌年3月下旬の「ビジネスレポート」に同封。	100	高			OK	OK	OK	通常掲載可	OK	OK
9444	トーシンホールディングス	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	249.0						配当未取得		6.66	0.58	16.1	633.0	163.0	Consumer Cyclical	あり	自社商品券、自社施設利用無料券: 100株以上 | ◆以下優待内容 特典　1、2、3、4 | ※特典　優待内容詳細 1、携帯ショップで携帯電話の購入など、額面の一部を還元 2、ゴルフリークス優待 ・クラブフィッティング・パターフィッティング　1回1,100円 ・打ち放題45分 通常2,200円(税込)⇒ 1,100円(税込)(1日1回に限る） ・THEON(シミュレーションゴルフ)45分 通常1ブース7,700円(税込)⇒ 2,200円(税込)(ボール代込み） ・TOSHIN コラボキャディバッグなど30%OFF 3、リバーデール　メンバー料金優待 ・入場料：ビジター330円（税込）⇒220円	100	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
9445	フォーバルテレコム	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	529.0	5.29	28.0	5.29	28.0	5.29	配当あり	いいえ	8.99	2.25	88.6	600.0	502.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
9446	サカイホールディングス	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	670.0	5.37	36.0	5.37	36.0	5.37	配当あり	いいえ	6.2	1.04	50.6	758.0	450.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
9449	ＧＭＯインターネットグループ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	4	TOPIX Mid400	3283.0	2.58	84.8	2.58	84.8	2.58	配当あり	いいえ	20.2	2.89	3229.5	4118.0	2731.5	Communication Services	あり	グループ金融サービス: 100株以上 | 【1単元以上を6ヵ月以上継続保有】 ■当社株式買付代金×0.03％（小数点以下切り上げ）に相当するビットコインを GMOコイン株式会社の暗号資産取引口座に付与（上限10,000円） ※GMO コイン株式会社に暗号資産取引口座を開設していただく必要があります。 （現物買付取引、信用新規買取引、信用返済買取引） | ■継続保有期間について 基準日（12月末日、6月末日）とその6カ月前に、同じ株主番号で連続して株主名簿に記載または記録されている株主様が優待の対象となります。権利確定日直近6カ月前からの保有が必須です。 ※基準日以外の任意の日で株式保有状況を確	100	高			OK	OK	OK	通常掲載可	OK	OK
9450	ファイバーゲート	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	749.0	3.6	27.0	3.6	27.0	3.6	配当あり	いいえ	11.75	2.18	150.7	787.0	653.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
9466	アイドママーケティングコミュニケーション	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	224.0	4.46	10.0	4.46	10.0	4.46	配当あり	いいえ	16.36	0.87	29.4	256.0	216.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
9467	アルファポリス	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	940.0	2.87	27.0	2.87	27.0	2.87	配当あり	いいえ	11.79	1.75	273.2	1731.0	940.0	Communication Services	あり	自社発行雑誌優待: 100株以上 | 2冊 | ※2025年1月1日を効力発生日とする1：3の株式分割が予定されています。 ※申込書より2冊を選択 ■案内時期 毎年6月に「株主様ご優待申込書」を送付。	100	高			OK	OK	OK	通常掲載可	OK	OK
9468	ＫＡＤＯＫＡＷＡ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	4	TOPIX Mid400	3359.0	1.79	60.0	1.79	60.0	1.79	配当あり	いいえ	434.54	1.99	4936.8	4100.0	2701.5	Communication Services	あり	自社商品セット: 100株以上 | 【1年以上保有株主】 ・ブロンズランク 【3年以上保有株主】 ・シルバーランク | ◇ランク内訳（※2025年） ※付与されたポイントの範囲内で自由に商品を選択。ポイントは次年度持ち越し不可。 1、ブロンズランク 30ポイント（3,000円以上相当） 2、シルバーランク 45ポイント（4,500円以上相当） 3、ゴールドランク 60ポイント（6,000円以上相当） 4、プラチナランク 80ポイント（8,000円以上相当） ■継続保有期間について 毎年3月31日、9月30日に確定する当社株主名簿に連続で、かつ同一株主番号で所定の回数以上記載されていることが条件	100	高			OK	OK	OK	通常掲載可	OK	OK
9470	学研ホールディングス	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	1000.0	2.9	29.0	2.9	29.0	2.9	配当あり	いいえ	12.84	0.78	416.2	1164.0	918.0	Consumer Defensive	あり	自社グループサービス、学研モールクーポン: 100株以上 | ◇グループ商品セット（5,000円相当予定）より、いずれか１つ | ■対象株主 ①新規株主（100株以上の保有株数） ②買い増し株主（100株以上の増加株数） ※Web申込（受付開始：2026年11月下旬予定）に基づき、2026年12月以降に発送予定	100	高			OK	OK	OK	通常掲載可	OK	OK
9474	ゼンリン	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	847.0	4.96	42.0	4.96	42.0	4.96	配当あり	いいえ	16.5	0.92	452.2	1136.0	841.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
9475	昭文社ホールディングス	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	480.0	2.08	10.0	2.08	10.0	2.08	配当あり	いいえ	7.18	0.61	86.5	585.0	404.0	Communication Services	あり	自社クーポン: 100株以上 | 【1年以上継続保有】 昭文社オンラインストアで使用可能なクーポン （3,000円相当） | ■継続保有期間について 毎年３月末日および９月末日現在の当社株主名簿において、同一の株主番号で３回以上連続して100株以上の保有が記載または記録されている株主。	100	高			OK	OK	OK	通常掲載可	OK	OK
9476	中央経済社ホールディングス	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1019.0	1.28	13.0	1.28	13.0	1.28	配当あり	いいえ	12.47	0.89	39.5	1050.0	558.0	Communication Services	あり	自社書籍販売サイト・クーポン: 100株以上 | 4,000円相当 ※年内に利用した株主には、自社グループ刊行の手帳または、カレンダーをプレゼント。 | ※クーポンコードの使用方法 https://www.chuokeizai.co.jp/ir/press/pdf/yutai_riyouannai.pdf ■有効期間：翌年9月末	100	高			OK	OK	OK	通常掲載可	OK	OK
9478	ＳＥホールディングス・アンド・インキュベーションズ	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	495.0	0.81	4.0	0.81	4.0	0.81	配当あり	いいえ	12.44	0.67	74.9	560.0	306.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
9501	東京電力ホールディングス	プライム（内国株式）	4050	電気・ガス業	11	電力・ガス	4	TOPIX Mid400	456.6						配当未取得			0.22	7317.9	939.4	450.4	Utilities	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
9502	中部電力	プライム（内国株式）	4050	電気・ガス業	11	電力・ガス	4	TOPIX Mid400	2999.5	2.33	70.0	2.33	70.0	2.33	配当あり	いいえ	9.95	0.72	22658.0	3055.0	1754.0	Utilities	なし			高			OK	OK	OK	通常掲載可	OK	OK
9503	関西電力	プライム（内国株式）	4050	電気・ガス業	11	電力・ガス	4	TOPIX Mid400	2271.5	3.52	80.0	3.52	80.0	3.52	配当あり	いいえ	6.66	0.73	25305.8	2826.0	1673.0	Utilities	なし			高			OK	OK	OK	通常掲載可	OK	OK
9504	中国電力	プライム（内国株式）	4050	電気・ガス業	11	電力・ガス	4	TOPIX Mid400	884.3	3.39	30.0	3.39	30.0	3.39	配当あり	いいえ	4.64	0.41	3179.7	1145.0	703.6	Utilities	なし			高			OK	OK	OK	通常掲載可	OK	OK
9505	北陸電力	プライム（内国株式）	4050	電気・ガス業	11	電力・ガス	4	TOPIX Mid400	868.6	2.88	25.0	2.88	25.0	2.88	配当あり	いいえ	3.33	0.4	1814.6	1142.0	709.0	Utilities	なし			高			OK	OK	OK	通常掲載可	OK	OK
9506	東北電力	プライム（内国株式）	4050	電気・ガス業	11	電力・ガス	4	TOPIX Mid400	1042.0	3.84	40.0	3.84	40.0	3.84	配当あり	いいえ	6.13	0.47	5211.7	1323.0	972.2	Utilities	なし			高			OK	OK	OK	通常掲載可	OK	OK
9507	四国電力	プライム（内国株式）	4050	電気・ガス業	11	電力・ガス	4	TOPIX Mid400	1478.0	3.72	55.0	3.72	55.0	3.72	配当あり	いいえ	5.98	0.64	3020.6	1872.5	1183.0	Utilities	なし			高			OK	OK	OK	通常掲載可	OK	OK
9508	九州電力	プライム（内国株式）	4050	電気・ガス業	11	電力・ガス	4	TOPIX Mid400	1664.0	3.0	50.0	3.0	50.0	3.0	配当あり	いいえ	5.29	0.66	7867.0	2017.5	1253.0	Utilities	なし			高			OK	OK	OK	通常掲載可	OK	OK
9509	北海道電力	プライム（内国株式）	4050	電気・ガス業	11	電力・ガス	4	TOPIX Mid400	919.8	3.59	33.0	3.59	33.0	3.59	配当あり	いいえ	4.49	0.41	1888.8	1295.0	739.4	Utilities	なし			高			OK	OK	OK	通常掲載可	OK	OK
9511	沖縄電力	プライム（内国株式）	4050	電気・ガス業	11	電力・ガス	6	TOPIX Small 1	886.0	3.39	30.0	3.39	30.0	3.39	配当あり	いいえ	7.72	0.37	481.2	1208.0	873.0	Utilities	なし			高			OK	OK	OK	通常掲載可	OK	OK
9513	電源開発	プライム（内国株式）	4050	電気・ガス業	11	電力・ガス	4	TOPIX Mid400	3636.0	3.03	110.0	3.03	110.0	3.03	配当あり	いいえ	11.17	0.46	6399.7	4514.0	2444.5	Utilities	なし			高			OK	OK	OK	通常掲載可	OK	OK
9514	エフオン	スタンダード（内国株式）	4050	電気・ガス業	11	電力・ガス	7	TOPIX Small 2	326.0	2.45	8.0	2.45	8.0	2.45	配当あり	いいえ	11.99	0.33	69.0	458.0	313.0	Utilities	なし			高			OK	OK	OK	通常掲載可	OK	OK
9517	イーレックス	プライム（内国株式）	4050	電気・ガス業	11	電力・ガス	7	TOPIX Small 2	726.0	3.03	22.0	3.03	22.0	3.03	配当あり	いいえ	10.62	0.8	566.5	1118.0	598.0	Utilities	あり	プレミアム優待倶楽部ポイント: 300株以上 | 2,000ポイント（年間　4,000ポイント） | ◇ポイントは、特設ウェブサイトにおいて、お米やブランド牛などのこだわりグルメ、スイーツや飲料類、銘酒、電化製品、選べる体験ギフトに加え、5,000種類以上の商品からお選びいただけます。 ※1ポイント1円相当。 ※優待ポイントの繰越：３月末日・９月末日において当社株主名簿に同一株主番号で連続２回以上記載され、かつ300株以上継続保有されている場合にのみ繰り越すことができ、最大４回分まとめて交換することができます。 ※プレミアム優待倶楽部では、株主優待ポイントを共通株主優待コイン「WILLsCoi	300	高			OK	OK	OK	通常掲載可	OK	OK
9519	レノバ	プライム（内国株式）	4050	電気・ガス業	11	電力・ガス	6	TOPIX Small 1	914.0						配当未取得		25.0	0.67	826.2	1400.0	616.0	Utilities	あり	オリジナルQUOカード: 100株以上 | 300円相当 | ■継続保有期間について 1年以上の継続保有とは、毎年3月末日及び9月末日の株主名簿に連続3回以上で、同一株主番号にて記載又は記録されたことをいいます。 ■贈呈時期 毎年6月上旬 / 500株以上 | 【1年未満保有株主】 300円相当 【1年以上保有株主】 1,500円相当 / 1,000株以上 | 【1年未満保有株主】 300円相当 【1年以上保有株主】 3,000円相当 / 10,000株以上 | 【1年未満保有株主】 300円相当 【1年以上保有株主】 30,000円相当	100	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
9531	東京瓦斯	プライム（内国株式）	4050	電気・ガス業	11	電力・ガス	4	TOPIX Mid400	6111.0	1.96	120.0	1.96	120.0	1.96	配当あり	いいえ	9.34	1.19	20287.6	7967.0	4628.0	Utilities	なし			高			OK	OK	OK	通常掲載可	OK	OK
